rankID	1103_V2_D1_CTAB_DNA	1103_V2_D1_PowerFecal_DNA	1103_V2_D1_R1	1103_V2_D1_R2	1103_V6_D29_CTAB_DNA	1103_V6_D29_PowerFecal_DNA	1103_V6_D29_R1	1103_V6_D29_R2	2103_V2_D1_CTAB_DNA	2103_V2_D1_PowerFecal_DNA	2103_V2_D1_R1	2103_V2_D1_R2	2103_V6_D29_CTAB_DNA	2103_V6_D29_PowerFecal_DNA	2103_V6_D29_R1	2103_V6_D29_R2	2202_V2_D1_CTAB_DNA	2202_V2_D1_PowerFecal_DNA	2202_V2_D1_R1	2202_V2_D1_R2	2202_V5_D22_CTAB_DNA	2202_V5_D22_PowerFecal_DNA	2202_V5_D22_R1	2202_V5_D22_R2	3204_V2_D1_CTAB_DNA	3204_V2_D1_PowerFecal_DNA	3204_V2_D1_R1	3204_V2_D1_R2	3204_V6_D29_CTAB_DNA	3204_V6_D29_PowerFecal_DNA	3204_V6_D29_R1	3204_V6_D29_R2	3216_V2_D1_CTAB_DNA	3216_V2_D1_PowerFecal_DNA	3216_V2_D1_R1	3216_V2_D1_R2	3216_V6_D29_CTAB_DNA	3216_V6_D29_PowerFecal_DNA	3216_V6_D29_R1	3216_V6_D29_R2	3218_V2_D1_CTAB_DNA	3218_V2_D1_PowerFecal_DNA	3218_V2_D1_R1	3218_V2_D1_R2	3218_V6_D29_CTAB_DNA	3218_V6_D29_PowerFecal_DNA	3218_V6_D29_R1	3218_V6_D29_R2	taxon
0.1.8.2.2.11.9.3.1	0	3	4	2	1	1	2	0	17	20	22	23	11	11	8	9	5	3	1	5	7	1	2	1	1	1	2	2	34	15	2	1	5	6	6	4	3	8	4	6	1	16	27	25	26	25	14	19	Coprococcus_unclassified
0.1.8.2.2.11.10.1.1	15	5	3	3	18	1	3	4	2	5	1	9	8	3	6	6	4	6	3	2	4	20	5	0	0	0	0	0	0	0	0	0	4	3	8	0	3	4	2	1	0	4	4	1	4	3	3	3	Dorea_formicigenerans_ATCC_27755
0.1.8.2.2.11.10.1.2	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	0	0	1	Dorea_formicigenerans_unclassified
0.1.8.2.2.11.10.2.1	6	9	0	1	5	1	2	0	3	10	0	0	8	8	0	1	4	1	0	0	3	9	2	0	0	0	0	0	0	0	0	0	8	2	0	0	2	8	0	1	0	1	0	0	3	3	1	0	Dorea_longicatena_DSM_13814
0.1.8.2.2.11.10.2.2	2	5	0	0	0	1	1	0	0	0	0	1	4	3	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3	2	1	0	2	3	0	0	0	0	0	0	1	4	0	1	Dorea_longicatena_unclassified
0.1.8.2.2.11.10.3.1	8	11	34	32	12	9	11	4	4	8	16	16	19	20	5	6	7	3	0	1	4	8	1	1	0	3	1	0	7	6	0	0	3	6	9	3	11	7	4	3	6	11	7	12	8	8	2	7	Dorea_unclassified
0.1.8.2.2.11.11.1.1	0	0	0	0	2	0	0	0	0	0	1	2	2	4	8	8	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	2	0	0	3	0	1	0	0	1	0	Herbinix_unclassified
0.1.8.2.2.11.12.1.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lachnoanaerobaculum_unclassified
0.1.8.2.2.11.13.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lachnoclostridium_sp._YL32_unclassified
0.1.8.2.2.11.13.2.1	30	15	20	9	23	10	8	4	35	40	32	54	41	77	27	27	34	22	7	11	62	67	19	19	4	22	40	15	15	15	15	12	19	21	30	8	15	26	16	19	13	30	28	26	41	38	11	11	Lachnoclostridium_unclassified
0.1.8.2.2.11.13.3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[Clostridium]_bolteae_90A9
0.1.8.2.2.11.13.3.2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	11	12	1	2	3	10	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	3	[Clostridium]_bolteae_unclassified
0.1.8.2.2.11.13.4.1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[Clostridium]_saccharolyticum_unclassified
0.1.8.2.2.11.13.5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[Clostridium]_scindens_ATCC_35704
0.1.8.2.2.11.13.5.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[Clostridium]_scindens_unclassified
0.1.8.2.2.11.13.6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[Clostridium]_sphenoides_unclassified
0.1.8.2.2.11.13.7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[Clostridium]_symbiosum_WAL-14163
0.1.8.2.2.11.13.7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[Clostridium]_symbiosum_unclassified
0.1.8.2.2.11.14.1.1	5	0	1	4	5	6	1	0	1	5	2	0	23	11	9	15	4	0	0	1	4	3	1	0	0	3	0	1	3	2	1	0	1	6	3	0	0	6	2	0	0	2	5	1	2	1	6	2	Lachnospiraceae_unclassified
0.1.8.2.2.11.15.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Marvinbryantia_formatexigens_DSM_14469
0.1.8.2.2.11.15.2.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	Marvinbryantia_unclassified
0.1.8.2.2.11.16.1.1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Niameybacter_massiliensis_unclassified
0.1.8.2.2.11.16.2.1	1	0	0	0	0	0	0	0	0	2	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	Niameybacter_unclassified
0.1.8.2.2.11.17.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Oribacterium_unclassified
0.1.8.2.2.11.18.1.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Pseudobutyrivibrio_ruminis_HUN009
0.1.8.2.2.11.18.2.1	0	0	0	1	1	0	0	1	1	1	0	0	1	0	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	Pseudobutyrivibrio_unclassified
0.1.8.2.2.11.19.1.1	64	34	4	19	69	45	16	8	14	69	14	11	94	105	15	11	121	59	8	5	69	95	5	2	0	2	0	1	7	6	0	0	44	36	19	9	36	53	23	10	1	36	15	7	51	36	9	11	Robinsoniella_unclassified
0.1.8.2.2.11.20.1.1	0	0	0	0	0	0	1	0	14	4	17	78	0	0	0	0	0	0	0	0	0	1	5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	1	0	0	0	8	Roseburia_hominis_A2-183
0.1.8.2.2.11.20.1.2	0	0	0	0	0	0	0	2	5	4	34	41	0	0	0	1	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	2	1	0	0	3	Roseburia_hominis_unclassified
0.1.8.2.2.11.20.2.1	0	1	2	0	7	19	4	13	13	4	17	62	4	5	6	3	0	0	2	5	4	17	12	20	2	6	1	3	1	1	5	2	7	15	9	4	1	0	0	0	2	22	27	21	12	22	8	26	Roseburia_intestinalis_L1-82
0.1.8.2.2.11.20.2.2	0	1	0	0	4	3	1	3	31	7	54	145	1	12	3	2	0	0	0	3	0	7	9	4	0	1	2	0	1	0	1	0	3	2	5	0	0	0	0	0	0	14	2	9	0	3	3	4	Roseburia_intestinalis_unclassified
0.1.8.2.2.11.20.3.1	6	5	0	2	12	10	6	2	111	83	210	368	37	30	43	45	14	8	8	14	21	109	51	31	0	6	3	7	6	5	4	4	28	37	41	7	1	11	1	2	15	52	107	53	26	36	33	47	Roseburia_unclassified
0.1.8.2.2.11.21.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	Stomatobaculum_unclassified
0.1.8.2.2.11.22.1.1	0	1	0	0	0	0	0	0	1	0	0	0	0	3	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	Lachnospiraceae_bacterium_Choco86_unclassified
0.1.8.2.2.11.22.2.1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	2	0	0	0	3	4	1	1	1	2	0	Lachnospiraceae_bacterium_GAM79_unclassified
0.1.8.2.2.11.22.3.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	Lachnospiraceae_bacterium_oral_taxon_500_unclassified
0.1.8.2.2.11.22.4.1	93	77	312	273	81	21	121	98	81	104	306	211	223	218	253	222	31	16	19	20	46	60	71	56	54	101	265	169	87	63	137	155	22	32	64	18	7	32	5	13	7	47	155	143	81	38	76	113	Unknown_genus_unclassified
0.1.8.2.2.11.22.5.1	223	118	444	452	172	46	264	291	252	134	372	714	433	186	375	317	54	44	56	43	125	139	214	190	203	597	974	686	472	288	772	791	15	16	46	21	1	6	5	2	49	75	387	256	199	110	168	289	[Eubacterium]_rectale_ATCC_33656
0.1.8.2.2.11.22.5.2	25	13	41	42	21	1	25	23	20	15	69	59	47	22	36	25	8	7	4	6	17	11	23	17	26	52	124	63	48	24	69	41	1	1	5	1	0	1	1	0	0	11	53	27	14	14	22	28	[Eubacterium]_rectale_unclassified
0.1.8.2.2.12.1.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	Oscillibacter_ruminantium_unclassified
0.1.8.2.2.12.1.2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	Oscillibacter_sp._PEA192_unclassified
0.1.8.2.2.12.1.3.1	0	1	2	0	3	4	17	11	414	83	189	351	215	229	503	482	1	0	0	1	28	8	25	34	2	4	1	2	0	2	1	1	31	85	82	59	11	48	41	50	77	105	293	286	50	37	35	47	Oscillibacter_unclassified
0.1.8.2.2.12.1.4.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	Oscillibacter_valericigenes_unclassified
0.1.8.2.2.12.2.1.1	0	0	0	0	0	0	0	0	0	1	1	0	4	3	11	5	0	0	0	0	2	2	0	2	0	0	0	0	0	2	1	3	1	3	3	1	2	5	0	1	1	24	78	45	1	6	6	6	Oscillospiraceae_unclassified
0.1.8.2.2.12.3.1.1	0	0	0	0	0	1	0	1	0	0	0	2	0	1	1	2	0	0	0	0	4	4	6	7	0	0	0	0	0	0	1	0	0	1	2	2	0	3	0	0	0	3	6	9	1	1	0	2	Oscillospiraceae_bacterium_J115_unclassified
0.1.8.2.2.12.3.2.1	0	2	1	0	0	1	2	1	24	27	37	28	65	61	160	140	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	4	11	3	4	0	4	3	8	14	69	125	129	45	53	29	45	Unknown_genus_unclassified
0.1.8.2.2.13.1.1.1	0	0	0	0	0	0	0	1	3	0	0	3	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	1	Dehalobacter_unclassified
0.1.8.2.2.13.2.1.1	0	0	0	0	0	0	0	0	2	1	0	0	2	4	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	3	6	9	1	0	1	2	Dehalobacterium_unclassified
0.1.8.2.2.13.3.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Desulfallas_unclassified
0.1.8.2.2.13.4.1.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	2	0	0	0	0	0	0	0	0	0	Desulfitobacterium_unclassified
0.1.8.2.2.13.5.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Desulfofarcimen_unclassified
0.1.8.2.2.13.6.1.1	0	0	0	0	0	0	0	0	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	Desulfonispora_unclassified
0.1.8.2.2.13.7.1.1	0	1	0	0	0	0	0	0	1	1	3	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	Desulfosporosinus_unclassified
0.1.8.2.2.13.8.1.1	1	2	0	2	0	3	7	4	0	0	3	2	3	4	9	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	4	0	1	4	6	4	2	0	1	4	1	1	2	4	Desulfotomaculum_unclassified
0.1.8.2.2.13.9.1.1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	2	0	0	0	0	Peptococcaceae_unclassified
0.1.8.2.2.13.10.1.1	1	2	0	1	3	5	2	2	1	4	1	1	4	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	4	2	7	7	7	0	1	2	3	0	0	4	4	Syntrophobotulus_unclassified
0.1.8.2.2.13.11.1.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Thermincola_unclassified
0.1.8.2.2.14.1.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	Acetoanaerobium_unclassified
0.1.8.2.2.14.2.1.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	2	2	1	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	8	1	3	1	0	0	1	1	0	2	0	1	Clostridioides_unclassified
0.1.8.2.2.14.3.1.1	0	0	0	0	0	1	2	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	2	4	17	10	5	0	6	5	3	0	1	1	0	Filifactor_unclassified
0.1.8.2.2.14.4.1.1	19	12	11	16	185	98	72	80	556	393	47	129	13	10	9	3	150	192	126	150	120	30	28	58	135	93	124	134	163	147	90	159	187	210	65	71	530	236	300	242	138	259	148	203	835	1056	101	285	Intestinibacter_bartlettii_DSM_16795
0.1.8.2.2.14.4.1.2	117	48	42	127	134	104	377	265	45	57	24	52	19	7	9	7	349	434	1134	1349	577	191	290	448	377	107	485	503	88	70	78	119	155	114	63	70	632	349	298	236	31	65	52	83	149	144	38	90	Intestinibacter_bartlettii_unclassified
0.1.8.2.2.14.4.2.1	140	56	72	114	135	85	220	196	92	85	54	40	26	11	6	9	323	344	548	554	316	119	133	179	142	62	205	192	96	115	96	112	182	152	99	109	556	324	443	358	13	127	111	133	244	240	96	214	Intestinibacter_unclassified
0.1.8.2.2.14.5.1.1	63	29	30	62	57	73	119	117	4	3	2	3	2	2	0	3	144	169	430	389	296	129	117	117	161	60	69	93	18	11	27	22	72	37	30	20	197	118	67	61	5	1	6	9	4	4	3	3	Paeniclostridium_sordellii_unclassified
0.1.8.2.2.14.5.2.1	780	275	477	1011	1145	1125	3507	2626	868	250	157	508	88	23	65	48	2681	3609	8578	11316	5273	2283	2614	5049	2338	870	2406	2671	466	380	674	923	944	740	372	435	4448	2456	1828	1761	689	371	290	411	995	1115	200	540	Paeniclostridium_unclassified
0.1.8.2.2.14.6.1.1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Paraclostridium_bifermentans_ATCC_638
0.1.8.2.2.14.6.1.2	29	11	6	16	26	21	56	54	4	1	0	3	3	1	2	1	43	32	100	123	93	48	42	79	50	20	12	26	13	2	10	14	18	9	8	11	56	15	19	25	2	2	4	4	2	2	1	3	Paraclostridium_bifermentans_unclassified
0.1.8.2.2.14.6.2.1	66	29	27	65	95	63	343	275	28	7	4	12	2	1	6	8	236	273	788	1069	572	208	341	698	114	28	108	130	13	12	28	39	68	48	35	49	424	210	179	157	48	23	12	12	28	31	11	23	Paraclostridium_unclassified
0.1.8.2.2.14.7.1.1	0	0	0	2	0	1	6	2	1	8	2	3	8	12	11	21	1	3	1	1	3	0	1	1	4	1	0	0	0	1	0	0	6	14	14	11	13	26	27	35	0	8	17	19	3	8	2	6	Peptoclostridium_unclassified
0.1.8.2.2.14.8.1.1	9	10	3	4	11	7	19	19	0	3	1	1	0	0	1	1	23	20	42	51	35	23	24	23	34	6	12	19	8	4	5	6	16	8	10	8	42	27	30	24	2	2	4	3	4	4	2	7	Peptostreptococcaceae_unclassified
0.1.8.2.2.14.9.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	1	1	5	0	0	0	0	3	0	0	4	0	0	0	0	0	0	1	0	0	0	2	1	1	0	1	0	Peptostreptococcaceae_bacterium_oral_taxon_929_unclassified
0.1.8.2.2.14.9.2.1	0	0	0	0	0	0	0	1	0	1	4	8	1	1	1	1	0	0	1	0	2	0	0	2	0	0	0	0	1	1	2	0	1	0	4	1	2	5	11	11	0	4	2	0	13	12	10	23	Unknown_genus_unclassified
0.1.8.2.2.15.1.1.1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	Acetivibrio_ethanolgignens_unclassified
0.1.8.2.2.15.1.2.1	1	1	0	1	3	2	0	0	0	0	1	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	6	1	3	8	5	5	0	3	7	4	2	2	3	2	Acetivibrio_unclassified
0.1.8.2.2.15.2.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Anaerotruncus_rubiinfantis_unclassified
0.1.8.2.2.15.2.2.1	0	0	0	0	0	0	0	3	1	3	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	4	0	5	15	13	8	0	3	5	6	5	2	2	5	Anaerotruncus_unclassified
0.1.8.2.2.15.3.1.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Angelakisella_massiliensis_unclassified
0.1.8.2.2.15.3.2.1	0	0	0	0	1	1	0	1	6	3	8	1	6	0	2	6	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	1	2	10	17	7	1	5	6	6	1	1	5	3	Angelakisella_unclassified
0.1.8.2.2.15.4.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bittarella_massiliensis_unclassified
0.1.8.2.2.15.4.2.1	0	0	0	0	0	0	0	0	0	1	2	1	5	2	6	4	0	0	0	0	0	2	1	1	0	1	0	1	0	0	0	0	13	22	30	19	5	5	12	6	0	0	2	0	1	0	0	1	Bittarella_unclassified
0.1.8.2.2.15.5.1.1	0	0	2	1	0	0	0	0	25	13	23	38	19	9	59	59	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	1	2	0	2	4	5	7	5	10	37	27	0	1	2	2	Caproiciproducens_unclassified
0.1.8.2.2.15.6.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Ethanoligenens_unclassified
0.1.8.2.2.15.7.1.1	0	0	1	0	2	3	0	8	6	1	1	1	1	2	3	3	0	2	0	0	1	5	1	0	0	2	1	0	0	0	0	0	1	1	5	2	0	0	0	0	1	14	20	11	5	18	6	35	Faecalibacterium_prausnitzii_A2-165
0.1.8.2.2.15.7.1.2	25	62	166	129	22	71	85	118	1098	294	391	525	36	107	185	167	22	121	37	74	212	672	772	484	14	227	263	285	8	43	72	121	9	71	294	82	5	10	8	17	60	271	433	209	42	218	169	197	Faecalibacterium_prausnitzii_unclassified
0.1.8.2.2.15.7.2.1	19	18	81	61	31	30	33	38	217	140	301	110	62	98	107	109	10	25	10	16	58	88	192	89	6	41	112	102	1	17	38	35	6	30	152	38	31	17	21	19	5	117	304	151	139	143	150	169	Faecalibacterium_unclassified
0.1.8.2.2.15.8.1.1	1	2	3	3	4	2	0	1	0	2	3	2	0	2	2	1	0	1	1	2	8	11	10	8	0	1	1	0	0	3	1	1	0	1	0	0	0	0	0	0	1	12	10	11	1	1	1	2	Flavonifractor_plautii_unclassified
0.1.8.2.2.15.8.2.1	1	2	0	0	1	1	0	1	3	3	4	10	4	7	11	10	0	0	0	0	1	4	0	0	1	2	0	0	1	1	0	0	3	8	8	5	2	3	8	10	6	16	21	15	10	5	2	10	Flavonifractor_unclassified
0.1.8.2.2.15.9.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fournierella_massiliensis_unclassified
0.1.8.2.2.15.9.2.1	5	6	6	9	9	6	8	16	60	15	29	36	32	30	37	24	9	6	12	4	29	42	81	98	1	1	1	0	0	0	1	1	27	20	72	17	106	42	90	100	125	105	396	223	960	336	412	485	Fournierella_unclassified
0.1.8.2.2.15.10.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Hydrogenoanaerobacterium_unclassified
0.1.8.2.2.15.11.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Massilimaliae_massiliensis_unclassified
0.1.8.2.2.15.11.2.1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	3	2	1	0	0	0	5	2	2	1	3	7	Massilimaliae_unclassified
0.1.8.2.2.15.12.1.1	1	2	4	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negativibacillus_massiliensis_unclassified
0.1.8.2.2.15.12.2.1	1	1	2	3	0	1	0	0	1	3	1	0	0	1	0	2	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	2	3	2	0	0	0	0	Negativibacillus_unclassified
0.1.8.2.2.15.13.1.1	0	0	0	0	0	0	0	0	0	0	0	0	2	9	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	Neglecta_timonensis_unclassified
0.1.8.2.2.15.13.2.1	31	54	29	41	27	32	27	24	158	109	126	185	155	111	266	358	9	22	7	2	21	70	42	13	11	21	5	11	6	16	19	14	36	53	37	22	11	39	33	25	18	87	216	178	62	59	30	86	Neglecta_unclassified
0.1.8.2.2.15.14.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Phocea_massiliensis_unclassified
0.1.8.2.2.15.14.2.1	1	0	0	0	0	0	2	1	11	1	3	5	0	2	5	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	2	1	2	0	2	4	3	0	0	1	1	Phocea_unclassified
0.1.8.2.2.15.15.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	Provencibacterium_unclassified
0.1.8.2.2.15.16.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Pseudoflavonifractor_capillosus_ATCC_29799
0.1.8.2.2.15.16.1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Pseudoflavonifractor_capillosus_unclassified
